,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
730,PWUP,PowerUp Acquisition Corp.,98.23M,15.95%,1554,-
731,AFJK,"Aimei Health Technology Co., Ltd",98.11M,1.02%,206,-
732,PFX,PhenixFIN Corporation,97.62M,-1.49%,1900,22.18M
733,HNNA,"Hennessy Advisors, Inc.",97.14M,0.40%,4187,29.65M
734,EVGR,Evergreen Corporation,96.94M,-0.17%,2211,-
735,GLAC,Global Lights Acquisition Corp,96.39M,-0.19%,2342,-
736,QETA,Quetta Acquisition Corporation,95.64M,1.62%,171,-
737,NOEM,CO2 Energy Transition Corp.,94.61M,-,106,-
738,MGYR,"Magyar Bancorp, Inc.",94.57M,3.18%,679,32.42M
739,IVCA,Investcorp AI Acquisition Corp.,94.14M,-,10,-
740,DYCQ,DT Cloud Acquisition Corporation,94.11M,-,671221,-
741,FNWB,First Northwest Bancorp,93.98M,-0.46%,72910,50.90M
742,BKHA,Black Hawk Acquisition Corporation,93.52M,0.03%,63,-
743,IROH,Iron Horse Acquisitions Corp.,92.08M,-0.05%,21134,-
744,HSPO,Horizon Space Acquisition I Corp.,91.87M,-0.17%,19197,-
745,FSHP,Flag Ship Acquisition Corporation,90.58M,0.20%,10901,-
746,DTSQ,DT Cloud Star Acquisition Corporation,90.34M,0.20%,37914,-
747,MHLD,"Maiden Holdings, Ltd.",90.33M,-0.40%,112826,89.07M
748,CNF,CNFinance Holdings Limited,89.84M,10.08%,7115,109.79M
749,LSBK,"Lake Shore Bancorp, Inc.",87.70M,0.10%,1778,25.85M
750,BYNO,byNordic Acquisition Corporation,87.52M,0.09%,7440,-
751,BTM,Bitcoin Depot Inc.,87.19M,-3.29%,432627,585.28M
752,VMCA,Valuence Merger Corp. I,85.91M,0.23%,800,-
753,AITR,AI Transportation Acquisition Corp,84.89M,-,316,-
754,JVSA,JVSPAC Acquisition Corp.,81.78M,0.66%,1027,-
755,HSPT,Horizon Space Acquisition II Corp.,81.65M,-,4600,-
756,FGMC,FG Merger II Corp.,81.55M,-0.10%,13295,-
757,YHNA,YHN Acquisition I Limited,80.71M,-,1705,-
758,ASPC,A SPAC III Acquisition Corp.,80.55M,-0.10%,3001,-
759,COLA,Columbus Acquisition Corp.,79.92M,0.15%,1792,-
760,ATMV,AlphaVest Acquisition Corp,79.73M,-,189,-
761,ATMC,AlphaTime Acquisition Corp,79.32M,0.44%,1,-
762,CAPN,Cayson Acquisition Corp,79.08M,-0.20%,200,-
763,HGBL,Heritage Global Inc.,78.50M,0.47%,20366,49.88M
764,TBNK,Territorial Bancorp Inc.,78.16M,1.91%,1675,36.40M
765,EURK,Eureka Acquisition Corp,77.98M,-,2153,-
766,IROQ,"IF Bancorp, Inc.",77.71M,1.30%,1789,24.23M
767,MSSA,Metal Sky Star Acquisition Corporation,76.82M,2.39%,45,-
768,FVN,Future Vision II Acquisition Corp.,76.35M,3.09%,36,-
769,RDAC,Rising Dragon Acquisition Corp.,75.44M,0.39%,7,-
770,AUBN,"Auburn National Bancorporation, Inc.",74.94M,1.23%,498,30.56M
771,UBCP,"United Bancorp, Inc.",74.50M,0.94%,7390,29.23M
772,IOR,"Income Opportunity Realty Investors, Inc.",73.76M,0.55%,477,-
773,FUSB,"First US Bancshares, Inc.",72.63M,2.41%,2699,39.11M
774,FDSB,"Fifth District Bancorp, Inc.",72.26M,-0.10%,8857,10.90M
775,CURR,CURRENC Group Inc.,69.33M,-2.61%,262893,48.72M
776,OAKU,Oak Woods Acquisition Corporation,69.13M,-,2,-
777,ICCH,"ICC Holdings, Inc.",68.74M,-0.90%,574,92.54M
778,BYFC,Broadway Financial Corporation,68.16M,4.24%,3918,32.66M
779,AMTD,AMTD IDEA Group,68.04M,1.98%,7763,46.93M
780,AIMAU,Aimfinity Investment Corp. I,68.03M,1.76%,3261,-
781,BAFN,BayFirst Financial Corp.,66.54M,0.69%,9259,83.77M
782,LRFC,Logan Ridge Finance Corporation,65.98M,-0.82%,4746,19.94M
783,RIBB,Ribbon Acquisition Corp.,65.35M,0.10%,251,-
784,MATH,Metalpha Technology Holding Limited,62.86M,2.17%,49366,16.76M
785,NSTS,"NSTS Bancorp, Inc.",62.81M,0.86%,3866,6.12M
786,MDBH,"MDB Capital Holdings, LLC",62.09M,2.30%,7033,1.94M
787,BOTJ,"Bank of the James Financial Group, Inc.",61.74M,-1.88%,7422,45.03M
788,GBBK,Global Blockchain Acquisition Corp.,61.55M,-1.87%,2,-
789,HPH,Highest Performances Holdings Inc.,61.10M,-0.53%,71031,287.00M
790,CPBI,"Central Plains Bancshares, Inc.",60.52M,-0.68%,270,18.26M
791,SDIG,"Stronghold Digital Mining, Inc.",59.66M,-5.46%,134555,76.39M
792,FTII,FutureTech II Acquisition Corp.,59.58M,0.90%,1276,-
793,RAND,Rand Capital Corporation,59.44M,2.08%,7798,8.35M
794,BAYA,Bayview Acquisition Corp,58.61M,0.09%,1852,-
795,PLUT,Plutus Financial Group Limited,56.40M,-,1501407,952.97K
796,BUJA,Bukit Jalil Global Acquisition 1 Ltd,55.74M,0.62%,50000,-
797,WAI,Top KingWin Ltd,54.89M,-4.25%,35098,3.99M
798,BCOW,"1895 Bancorp of Wisconsin, Inc.",54.28M,2.83%,1302,11.83M
799,GEG,"Great Elm Group, Inc.",54.25M,1.33%,1184,19.20M
800,CLRC,ClimateRock,54.04M,-0.08%,49,-
801,COHN,Cohen & Company Inc.,53.97M,1.70%,3324,89.56M
802,BTCS,BTCS Inc.,53.09M,-0.97%,362261,2.08M
803,EMCG,Embrace Change Acquisition Corp.,52.84M,-1.27%,77,-
804,TOP,TOP Financial Group Limited,51.85M,-0.71%,57823,2.73M
805,CLST,"Catalyst Bancorp, Inc.",51.47M,0.60%,9648,5.17M
806,SSBI,Summit State Bank,50.69M,2.19%,23518,25.78M
807,ALCY,Alchemy Investments Acquisition Corp 1,50.58M,0.54%,1,-
808,TBMC,Trailblazer Merger Corporation I,50.17M,-,10948,-
809,CFSB,"CFSB Bancorp, Inc.",49.80M,3.31%,3013,7.46M
810,ZBAO,Zhibao Technology Inc.,47.60M,0.67%,82633,25.27M
811,OPHC,"OptimumBank Holdings, Inc.",46.52M,0.99%,28858,34.51M
812,TCBS,"Texas Community Bancshares, Inc.",46.32M,2.18%,895,9.86M
813,FSEA,"First Seacoast Bancorp, Inc.",45.95M,0.68%,74,11.39M
814,BLAC,Bellevue Life Sciences Acquisition Corp.,45.91M,0.71%,43736,-
815,FORL,Four Leaf Acquisition Corporation,45.47M,0.27%,20,-
816,ASRV,"AmeriServ Financial, Inc.",45.43M,3.38%,3628,53.14M
817,ICMB,"Investcorp Credit Management BDC, Inc.",44.80M,0.32%,16895,24.83M
818,MGLD,"The Marygold Companies, Inc.",44.21M,4.76%,24433,32.06M
819,GLST,"Global Star Acquisition, Inc.",43.95M,7.75%,1342,-
820,OMCC,Old Market Capital Corporation,43.12M,2.69%,5909,22.18M
821,YOTA,Yotta Acquisition Corporation,42.06M,-1.55%,2013,-
822,DMYY,"dMY Squared Technology Group, Inc.",41.93M,-,-,-
823,WINV,WinVest Acquisition Corp.,41.75M,3.33%,141,-
824,BOWN,Bowen Acquisition Corp,41.16M,1.81%,127588,-
825,RFAC,RF Acquisition Corp.,40.64M,45.67%,1301243,-
826,GDST,Goldenstone Acquisition Limited,40.44M,2.09%,8289,-
827,DECA,Denali Capital Acquisition Corp.,39.89M,0.67%,199,-
828,TURN,180 Degree Capital Corp.,39.50M,-,13202,129.30K
829,BCG,"Binah Capital Group, Inc.",38.68M,14.78%,72919,161.72M
830,HFBL,"Home Federal Bancorp, Inc. of Louisiana",38.58M,-1.05%,5,19.71M
831,DIST,Distoken Acquisition Corporation,37.12M,2.65%,462,-
832,ARBK,Argo Blockchain plc,35.92M,-5.38%,292824,52.87M
833,PBBK,"PB Bankshares, Inc.",35.64M,-,1633,11.88M
834,AAME,Atlantic American Corporation,34.07M,-,2707,185.93M
835,GROW,"U.S. Global Investors, Inc.",33.54M,0.81%,99641,10.01M
836,HUIZ,Huize Holding Limited,33.53M,1.81%,3167,170.93M
837,BNIX,Bannix Acquisition Corp.,32.76M,-,100,-
838,OXBR,Oxbridge Re Holdings Limited,28.73M,-2.84%,16008,-1.78M
839,KFFB,Kentucky First Federal Bancorp,28.22M,12.22%,3580,7.48M
840,AQU,Aquaron Acquisition Corp.,27.81M,-0.39%,17831,-
841,SHFS,"SHF Holdings, Inc.",26.95M,-0.62%,145357,15.66M
842,FGF,Fundamental Global Inc.,26.47M,-0.27%,4255,22.35M
843,SWIN,Solowin Holdings,24.91M,1.99%,22571,2.42M
844,AIFU,AIX Inc.,21.39M,-0.71%,249179,324.92M
845,EQS,"Equus Total Return, Inc.",17.93M,-2.94%,1758,1.14M
846,RMCO,Royalty Management Holding Corporation,17.82M,0.29%,13705,695.79K
847,MCVT,"Mill City Ventures III, Ltd.",17.80M,-5.21%,63989,3.23M
848,PWM,Prestige Wealth Inc.,16.94M,-28.83%,6100771,348.53K
849,ABTS,Abits Group Inc.,16.62M,-2.52%,81158,5.34M
850,ANY,Sphere 3D Corp.,16.33M,-6.63%,315263,21.66M
851,GRYP,"Gryphon Digital Mining, Inc.",15.41M,-2.27%,514967,22.78M
852,CWD,CaliberCos Inc.,14.61M,10.90%,38765,66.38M
853,PT,Pintec Technology Holdings Limited,14.58M,-3.37%,108638,4.48M
854,SOS,SOS Limited,13.96M,-,10647,111.12M
855,SLNH,"Soluna Holdings, Inc.",13.90M,-5.14%,200298,39.87M
856,GLBZ,Glen Burnie Bancorp,13.66M,0.64%,7056,11.32M
857,GREE,Greenidge Generation Holdings Inc.,13.61M,-7.03%,339439,64.38M
858,MIGI,Mawson Infrastructure Group Inc.,13.47M,-2.77%,185674,58.22M
859,ZBAI,ATIF Holdings Limited,13.23M,-7.50%,209063,495.00K
860,MSPR,"MSP Recovery, Inc.",12.53M,-,13663,10.73M
861,CNFR,"Conifer Holdings, Inc.",11.98M,-2.00%,16655,74.82M
862,MEGL,Magic Empire Global Limited,10.43M,-1.08%,87668,1.98M
863,AIHS,Senmiao Technology Limited,9.76M,2.04%,5570,6.07M
864,LMFA,"LM Funding America, Inc.",9.75M,-1.04%,23124,12.84M
865,BSLK,"Bolt Projects Holdings, Inc.",9.54M,-11.14%,15050105,1.49M
866,CARV,"Carver Bancorp, Inc.",8.89M,2.96%,3567,28.32M
867,GSIW,Garden Stage Limited,7.56M,3.60%,89510,1.31M
868,DXF,Eason Technology Limited,7.21M,-5.21%,71631,-56.60M
869,MKDW,MKDWELL Tech Inc.,7.14M,-19.57%,502631,3.67M
870,PNBK,"Patriot National Bancorp, Inc.",5.84M,-0.68%,13901,27.30M
871,SNTG,Sentage Holdings Inc.,5.11M,-3.19%,34726,146.47K
872,LEGT,Legato Merger Corp. III,4.64M,-,24497,-
873,TIRX,Tian Ruixiang Holdings Ltd,4.27M,1.70%,7158,3.22M
874,PAPL,Pineapple Financial Inc.,4.09M,0.76%,44852,2.89M
875,BTOG,Bit Origin Ltd,3.96M,-3.30%,68309,2.89M
876,NCPL,Netcapital Inc.,3.85M,1.46%,58068,1.70M
877,LGHL,Lion Group Holding Ltd.,3.43M,4.35%,387797,13.66M
878,RELI,"Reliance Global Group, Inc.",3.24M,-1.05%,34038,14.08M
879,BENF,Beneficient,3.10M,0.16%,87673,-34.59M
