,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
366,ZIP,"ZipRecruiter, Inc.",759.63M,-2.57%,161368,498.90M
367,ADSE,ADS-TEC Energy PLC,758.71M,0.57%,21359,158.97M
368,FIP,FTAI Infrastructure Inc.,756.41M,-2.10%,268225,332.17M
369,GLDD,Great Lakes Dredge & Dock Corporation,754.79M,-1.84%,82220,741.65M
370,ULH,"Universal Logistics Holdings, Inc.",754.27M,-1.02%,14044,1.85B
371,MATW,Matthews International Corporation,753.78M,-2.92%,98524,1.75B
372,ASTE,"Astec Industries, Inc.",747.44M,-3.34%,22950,1.28B
373,TRNS,"Transcat, Inc.",745.46M,-0.14%,49665,272.20M
374,JELD,"JELD-WEN Holding, Inc.",744.23M,-2.82%,222950,3.90B
375,RYI,Ryerson Holding Corporation,725.16M,-1.77%,23556,4.70B
376,NVRI,Enviri Corporation,722.02M,-1.94%,107218,2.09B
377,CVLG,"Covenant Logistics Group, Inc.",699.71M,-1.90%,10437,1.13B
378,PLPC,Preformed Line Products Company,687.72M,-1.73%,18868,572.20M
379,NPK,"National Presto Industries, Inc.",669.81M,-2.12%,10115,351.95M
380,BYRN,Byrna Technologies Inc.,668.54M,-7.33%,461726,85.76M
381,ATRO,Astronics Corporation,652.71M,-1.01%,70250,782.18M
382,MEG,"Montrose Environmental Group, Inc.",649.83M,-1.00%,102322,673.08M
383,GNK,Genco Shipping & Trading Limited,614.43M,-1.79%,133003,439.33M
384,EVLV,"Evolv Technologies Holdings, Inc.",613.66M,-1.40%,237962,89.22M
385,RGR,"Sturm, Ruger & Company, Inc.",599.02M,-0.92%,20246,520.49M
386,FLX,BingEx Limited,598.49M,4.10%,4603,663.14M
387,IIIN,"Insteel Industries, Inc.",594.09M,-1.72%,53202,537.19M
388,KODK,Eastman Kodak Company,593.75M,-3.32%,269067,1.05B
389,CASS,"Cass Information Systems, Inc.",592.70M,-1.94%,24469,219.89M
390,CMCO,Columbus McKinnon Corporation,581.69M,-3.69%,601418,981.64M
391,TWI,"Titan International, Inc.",564.78M,-2.24%,183134,1.85B
392,WNC,Wabash National Corporation,557.47M,-1.65%,156904,1.95B
393,SBC,SBC Medical Group Holdings Incorporated,548.69M,5.94%,27673,223.34M
394,EBF,"Ennis, Inc.",529.88M,-0.78%,32217,399.35M
395,ZJK,"ZJK Industrial Co., Ltd.",527.88M,0.12%,14577,35.89M
396,NWPX,Northwest Pipe Company,498.61M,-2.01%,21598,483.09M
397,ASC,Ardmore Shipping Corporation,498.26M,0.51%,159430,422.62M
398,WLDN,"Willdan Group, Inc.",486.95M,-1.63%,25393,577.41M
399,KELYB,"Kelly Services, Inc.",480.44M,8.53%,123,4.37B
400,SWBI,"Smith & Wesson Brands, Inc.",476.11M,-0.96%,89607,514.65M
401,KELYA,"Kelly Services, Inc.",472.90M,-1.19%,91997,4.37B
402,BOC,Boston Omaha Corporation,470.77M,-0.27%,21956,105.01M
403,ACCO,ACCO Brands Corporation,469.51M,-1.08%,152404,1.71B
404,AIRJ,AirJoule Technologies Corporation,459.03M,-2.41%,11524,-
405,EVTL,Vertical Aerospace Ltd.,434.60M,0.10%,184824,-
406,TITN,Titan Machinery Inc.,432.78M,-0.57%,54412,2.79B
407,MTRX,Matrix Service Company,418.52M,-1.49%,65111,708.26M
408,SHYF,"The Shyft Group, Inc.",416.37M,-1.03%,63603,787.08M
409,TRC,Tejon Ranch Co.,409.58M,-3.66%,50934,40.12M
410,ACTG,Acacia Research Corporation,408.46M,-1.53%,35866,165.78M
411,KE,"Kimball Electronics, Inc.",406.01M,-0.81%,41303,1.59B
412,JYD,Jayud Global Logistics Limited,405.97M,3.16%,12024,82.43M
413,BWMN,Bowman Consulting Group Ltd.,403.01M,-2.58%,15956,406.31M
414,GHM,Graham Corporation,402.65M,-3.74%,49615,199.62M
415,BLDP,Ballard Power Systems Inc.,397.65M,9.47%,8067892,91.96M
416,LXFR,Luxfer Holdings PLC,389.85M,-0.29%,33147,384.40M
417,OFLX,"Omega Flex, Inc.",386.92M,-1.97%,4149,102.86M
418,SATL,Satellogic Inc.,386.16M,-11.09%,1175559,13.72M
419,SB,"Safe Bulkers, Inc.",382.80M,-1.52%,220791,318.43M
420,BBCP,"Concrete Pumping Holdings, Inc.",377.91M,-6.06%,91544,425.87M
421,ASLE,AerSale Corporation,373.27M,-0.64%,44271,344.75M
422,AMPX,"Amprius Technologies, Inc.",365.45M,-1.05%,890300,17.48M
423,QUAD,"Quad/Graphics, Inc.",352.85M,-1.80%,27810,2.75B
424,MTW,"The Manitowoc Company, Inc.",339.68M,-2.21%,79558,2.18B
425,PANL,"Pangaea Logistics Solutions, Ltd.",335.85M,-1.53%,73665,521.24M
426,PKOH,Park-Ohio Holdings Corp.,335.78M,-3.16%,3320,1.66B
427,NL,"NL Industries, Inc.",333.14M,-1.00%,8625,150.69M
428,RLGT,"Radiant Logistics, Inc.",332.70M,0.98%,64285,858.70M
429,CYRX,"Cryoport, Inc.",331.68M,0.45%,56586,226.11M
430,MEC,"Mayville Engineering Company, Inc.",322.46M,-1.08%,918,608.88M
431,ORN,"Orion Group Holdings, Inc.",316.07M,-2.57%,90986,781.11M
432,PAMT,Pamt Corp.,314.32M,-4.08%,11633,714.65M
433,TATT,TAT Technologies Ltd.,313.82M,0.51%,17745,142.91M
434,MG,"Mistras Group, Inc.",303.90M,-2.78%,14171,738.98M
435,RR,Richtech Robotics Inc.,301.42M,-0.74%,5637071,4.24M
436,FSTR,L.B. Foster Company,300.43M,-1.25%,13395,537.46M
437,CIX,CompX International Inc.,298.60M,-1.54%,2659,150.69M
438,PAL,"Proficient Auto Logistics, Inc.",293.68M,1.77%,169655,147.41M
439,PKE,Park Aerospace Corp.,283.47M,-1.49%,7340,61.42M
440,AMBI,Ambipar Emergency Response,281.03M,0.80%,2526,582.48M
441,RGP,"Resources Connection, Inc.",273.00M,-0.54%,45406,582.06M
442,BLDE,"Blade Air Mobility, Inc.",272.14M,-4.64%,583145,241.81M
443,TG,Tredegar Corporation,267.65M,-2.29%,17909,717.37M
444,EAF,GrafTech International Ltd.,267.58M,-6.36%,10675586,538.78M
445,FREY,"FREYR Battery, Inc.",254.16M,-4.97%,844133,-
446,ESEA,Euroseas Ltd.,244.14M,2.19%,18107,208.65M
447,ALTG,Alta Equipment Group Inc.,243.44M,-1.08%,1401,1.90B
448,FORR,"Forrester Research, Inc.",242.96M,-15.30%,87958,432.47M
449,ARQ,"Arq, Inc.",242.53M,0.79%,80101,110.02M
450,SPIR,"Spire Global, Inc.",241.23M,-50.03%,2660166,107.22M
451,RAIL,"FreightCar America, Inc.",239.86M,-0.04%,92582,548.33M
452,FLYX,"flyExclusive, Inc.",239.86M,-4.66%,1295,311.87M
453,DSX,Diana Shipping Inc.,231.63M,2.39%,190282,231.15M
454,LTBR,Lightbridge Corporation,218.69M,27.95%,5019980,-
455,NVX,NOVONIX Limited,216.04M,-3.85%,46200,6.88M
456,TBI,"TrueBlue, Inc.",214.75M,-2.09%,1941,1.67B
457,AZUL,Azul S.A.,214.29M,0.28%,423493,3.47B
458,POWW,"AMMO, Inc.",213.17M,2.81%,308253,135.50M
459,GASS,StealthGas Inc.,212.37M,0.52%,28256,157.93M
460,HSHP,Himalaya Shipping Ltd.,211.65M,-0.21%,142470,112.30M
461,EVI,"EVI Industries, Inc.",204.09M,-5.88%,8103,360.46M
462,SKYX,SKYX Platforms Corp.,202.44M,4.50%,413353,84.77M
463,GENC,"Gencor Industries, Inc.",200.66M,-2.56%,116,113.12M
464,KNOP,KNOT Offshore Partners LP,198.15M,-2.09%,8782,299.79M
465,ISSC,"Innovative Solutions and Support, Inc.",196.83M,1.92%,49858,47.20M
466,CRGO,Freightos Limited,194.47M,-0.51%,348,22.46M
467,ESOA,Energy Services of America Corporation,192.37M,14.69%,267245,362.36M
468,SMHI,SEACOR Marine Holdings Inc.,186.33M,-0.66%,39109,274.64M
469,HTCO,High-Trend International Group,181.56M,5.03%,57686,80.57M
470,RITR,Reitar Logtech Holdings Limited,181.09M,-3.01%,216355,47.95M
471,ADUR,Aduro Clean Technologies Inc.,180.31M,-1.99%,21782,213.43K
472,HQI,"HireQuest, Inc.",178.78M,-0.39%,2086,36.28M
473,PESI,"Perma-Fix Environmental Services, Inc.",174.98M,-,55358,67.13M
474,BOOM,DMC Global Inc.,173.23M,3.10%,137449,664.51M
475,VATE,INNOVATE Corp.,170.94M,0.40%,14814,1.23B
476,BTOC,Armlogi Holding Corp.,170.04M,-2.39%,74962,168.21M
477,SLND,"Southland Holdings, Inc.",169.36M,-0.63%,4298,1.03B
478,EML,The Eastern Company,168.24M,3.07%,3998,284.46M
479,SKBL,Skyline Builders Group Holding Limited,167.70M,0.37%,188204,49.64M
480,NNBR,"NN, Inc.",161.33M,0.62%,38925,470.31M
481,MHH,"Mastech Digital, Inc.",155.92M,1.99%,2849,194.25M
482,RCMT,"RCM Technologies, Inc.",152.93M,-0.30%,4772,272.50M
483,TWIN,"Twin Disc, Incorporated",152.49M,-2.97%,12500,321.40M
484,FCEL,"FuelCell Energy, Inc.",146.11M,-2.28%,247868,112.13M
485,HURC,"Hurco Companies, Inc.",142.72M,-1.86%,4317,186.58M
486,SHIP,Seanergy Maritime Holdings Corp.,141.48M,-0.22%,62818,165.21M
487,TUSK,"Mammoth Energy Services, Inc.",139.09M,-2.53%,41944,187.51M
488,CSTE,Caesarstone Ltd.,138.67M,-2.68%,6035,473.88M
489,HTLM,HomesToLife Ltd,133.80M,-2.36%,42391,4.56M
490,LNZA,"LanzaTech Global, Inc.",133.54M,-2.05%,696285,58.03M
491,WLGS,"WANG & LEE GROUP, Inc.",127.47M,-2.26%,186765,7.27M
492,BW,"Babcock & Wilcox Enterprises, Inc.",125.91M,-2.57%,301278,878.22M
493,HCAI,"Huachen AI Parking Management Technology Holding Co., Ltd",121.43M,2.52%,2950,53.68M
494,BEEP,Mobile Infrastructure Corporation,121.31M,2.19%,2245,35.74M
495,SPCE,"Virgin Galactic Holdings, Inc.",120.70M,1.95%,662949,9.42M
496,ULBI,Ultralife Corporation,120.55M,-2.62%,31553,165.15M
497,SHMD,SCHMID Group N.V.,117.75M,2.32%,30072,99.75M
498,BAER,"Bridger Aerospace Group Holdings, Inc.",117.04M,-7.39%,180143,84.14M
499,PPIH,"Perma-Pipe International Holdings, Inc.",114.50M,-1.48%,556,153.58M
500,OPTT,"Ocean Power Technologies, Inc.",112.60M,2.24%,3543831,7.08M
501,ELVA,Electrovaya Inc.,111.68M,-2.76%,22289,44.62M
502,GIFI,"Gulf Island Fabrication, Inc.",110.96M,-1.24%,20525,166.33M
503,MIMI,Mint Incorporation Limited,110.57M,-8.82%,18297,4.38M
504,BLNK,Blink Charging Co.,106.74M,0.85%,2785145,138.73M
505,NEOV,NeoVolta Inc.,102.76M,1.94%,150382,2.52M
506,TAYD,"Taylor Devices, Inc.",102.05M,-1.96%,2436,44.49M
507,QRHC,Quest Resource Holding Corporation,100.88M,-4.14%,35881,287.90M
508,EPWK,EPWK Holdings Ltd.,92.23M,-0.24%,66824,20.22M
509,IVAC,"Intevac, Inc.",91.84M,-1.87%,1683,65.57M
510,CODA,"Coda Octopus Group, Inc.",91.43M,3.03%,13566,20.32M
511,DLHC,DLH Holdings Corp.,86.68M,0.25%,41406,388.87M
512,INVE,"Identiv, Inc.",85.63M,0.70%,1271,104.22M
513,HUHU,HUHUTECH International Group Inc.,84.69M,1.01%,793,17.49M
514,SFWL,Shengfeng Development Limited,82.50M,-4.76%,18222,446.28M
515,SNT,Senstar Technologies Corporation,81.82M,-0.85%,3405,34.46M
516,TISI,"Team, Inc.",81.79M,1.31%,1043,853.11M
517,CBAT,"CBAK Energy Technology, Inc.",80.88M,1.83%,94929,207.42M
518,INLF,INLIF Limited,77.36M,16.20%,458490,14.52M
519,SRFM,Surf Air Mobility Inc.,76.74M,-3.48%,105002,118.21M
520,SHIM,Shimmick Corporation,76.04M,0.45%,4146,514.75M
521,ESP,Espey Mfg. & Electronics Corp.,74.80M,-0.74%,4491,40.61M
522,XCH,XCHG Limited,70.80M,-2.39%,42456,39.07M
523,CVU,"CPI Aerostructures, Inc.",63.05M,1.68%,65300,82.81M
524,GWH,"ESS Tech, Inc.",61.85M,-0.86%,19968,6.24M
525,NKLA,Nikola Corporation,61.59M,9.33%,20538635,75.53M
526,YSXT,"YSX Tech. Co., Ltd",59.53M,5.39%,14479,58.55M
527,APT,"Alpha Pro Tech, Ltd.",58.73M,-0.74%,7857,59.29M
528,TPIC,"TPI Composites, Inc.",58.50M,-6.82%,311447,1.30B
529,RFIL,"RF Industries, Ltd.",58.26M,-1.69%,14628,64.86M
530,IPWR,Ideal Power Inc.,56.79M,-1.41%,915,142.11K
531,SST,"System1, Inc.",56.18M,3.98%,2412,364.45M
532,BGSF,"BGSF, Inc.",55.84M,1.30%,1989,281.66M
533,AIRT,"Air T, Inc.",54.92M,-0.75%,478,284.09M
534,LASE,Laser Photonics Corporation,54.47M,-2.44%,95866,3.08M
535,MSW,Ming Shing Group Holdings Limited,53.46M,-30.00%,704096,27.57M
536,BEST,BEST Inc.,52.15M,0.63%,31372,1.18B
537,JUNE,Junee Limited,52.03M,-,513,2.90M
538,SCWO,374Water Inc.,50.62M,3.69%,250350,313.93K
539,MESA,"Mesa Air Group, Inc.",47.92M,-0.42%,55170,475.52M
540,STI,Solidion Technology Inc.,47.66M,-2.87%,882563,5.33K
541,CLIR,ClearSign Technologies Corporation,46.97M,-10.09%,120814,4.28M
542,TORO,Toro Corp.,46.67M,-1.28%,12710,80.63M
543,SGRP,"SPAR Group, Inc.",44.04M,-0.51%,8017,228.87M
544,ESGL,ESGL Holdings Limited,42.65M,0.83%,3255,6.22M
545,AP,Ampco-Pittsburgh Corporation,42.60M,-2.75%,2903,425.48M
546,TOPP,Toppoint Holdings Inc.,42.45M,2.80%,10950,15.87M
547,OPXS,"Optex Systems Holdings, Inc",41.88M,0.45%,7878,35.23M
548,LBGJ,Li Bang International Corporation Inc.,41.06M,-1.79%,17514,10.79M
549,KSCP,"Knightscope, Inc.",40.65M,-1.43%,75955,11.01M
550,SDST,Stardust Power Inc.,40.26M,0.56%,150072,-
551,HHS,"Harte Hanks, Inc.",39.00M,-1.11%,2515,187.60M
552,PPSI,"Pioneer Power Solutions, Inc.",38.71M,-1.54%,30900,34.04M
553,NIXX,"Nixxy, Inc.",38.43M,-0.75%,9109,668.69K
554,BWEN,"Broadwind, Inc.",37.37M,-1.17%,110084,156.17M
555,AGFY,Agrify Corporation,37.17M,-1.11%,15890,10.39M
556,RAYA,Erayak Power Solution Group Inc.,35.84M,1.59%,930,22.82M
557,FPAY,"FlexShopper, Inc.",35.41M,-4.48%,177469,134.56M
558,SPAI,Safe Pro Group Inc.,35.09M,-0.39%,14003,1.56M
559,APWC,Asia Pacific Wire & Cable Corporation Limited,34.84M,4.31%,1186,468.13M
560,NISN,"Nisun International Enterprise Development Group Co., Ltd",33.65M,-1.46%,18017,452.26M
561,PMEC,Primech Holdings Ltd.,33.48M,7.69%,991576,72.52M
562,HSON,"Hudson Global, Inc.",32.80M,0.08%,511,140.43M
563,TRSG,Tungray Technologies Inc.,32.71M,4.17%,1999,14.44M
564,MTEN,Mingteng International Corporation Inc.,32.15M,-1.67%,4540,9.14M
565,NTIP,"Network-1 Technologies, Inc.",31.97M,0.57%,1103,1.88M
566,EDRY,EuroDry Ltd.,30.68M,0.09%,831,65.09M
567,ONEG,OneConstruction Group Limited,30.55M,7.31%,2067,63.46M
568,TPCS,TechPrecision Corporation,29.57M,-1.29%,1680,33.18M
569,GTEC,Greenland Technologies Holding Corporation,29.50M,-3.56%,1975,87.35M
570,NCEW,New Century Logistics (BVI) Limited,29.46M,1.48%,14026,52.18M
571,GLBS,Globus Maritime Limited,28.40M,4.55%,135,33.29M
572,FLUX,"Flux Power Holdings, Inc.",28.19M,-1.78%,15176,60.82M
573,FTEK,"Fuel Tech, Inc.",28.10M,-1.28%,20880,26.20M
574,SVT,"Servotronics, Inc.",27.34M,-1.11%,225,47.49M
575,SIDU,"Sidus Space, Inc.",26.81M,-1.98%,454695,5.19M
576,LICY,Li-Cycle Holdings Corp.,26.60M,0.54%,510888,27.40M
577,EPOW,"Sunrise New Energy Co., Ltd.",26.40M,6.99%,17413,46.63M
578,AERT,"Aeries Technology, Inc",26.26M,0.48%,37828,72.14M
579,FGL,Founder Group Limited,26.05M,-0.33%,24793,23.27M
580,CVV,CVD Equipment Corporation,25.81M,2.18%,2965,23.57M
581,JOB,GEE Group Inc.,25.71M,2.89%,31199,116.48M
582,EHGO,Eshallgo Inc.,25.36M,1.87%,13911,16.96M
583,VCIG,VCI Global Limited,25.27M,2.69%,2302645,23.55M
584,CTRM,Castor Maritime Inc.,25.12M,-0.38%,9435,76.44M
585,HYFM,"Hydrofarm Holdings Group, Inc.",24.50M,-6.87%,2531,200.16M
586,XOS,"Xos, Inc.",24.09M,-,6936,62.86M
587,SIF,"SIFCO Industries, Inc.",23.14M,-1.33%,2136,79.63M
588,CJMB,Callan JMB Inc.,22.26M,-2.80%,48644,6.88M
589,GP,GreenPower Motor Company Inc.,21.85M,-2.57%,51570,21.60M
590,HKPD,Hong Kong Pharma Digital Technology Holdings Limited,21.56M,0.53%,69673,16.69M
591,CETY,"Clean Energy Technologies, Inc.",21.14M,-4.67%,41918,11.78M
592,SPCB,SuperCom Ltd.,20.48M,-4.78%,193328,26.84M
593,DXST,Decent Holding Inc.,20.31M,-6.72%,86539,4.33M
594,TOMZ,"TOMI Environmental Solutions, Inc.",19.82M,-1.98%,5439,8.20M
595,CCTG,CCSC Technology International Holdings Limited,19.34M,0.60%,1380,16.46M
596,PSHG,Performance Shipping Inc.,19.29M,-1.81%,15418,89.61M
597,HOVR,New Horizon Aircraft Ltd.,19.05M,3.00%,261665,-
598,CLIK,Click Holdings Limited,18.76M,8.55%,1572,5.66M
599,PGHL,Primega Group Holdings Limited,18.68M,0.44%,243212,13.46M
600,SFHG,Samfine Creation Holdings Group Limited,18.27M,-0.11%,180601,19.01M
601,DPRO,Draganfly Inc.,17.76M,0.94%,45943,4.34M
602,FBGL,FBS Global Limited,17.29M,14.33%,1236970,15.61M
603,USEA,United Maritime Corporation,16.45M,-,34428,46.16M
604,GFAI,"Guardforce AI Co., Limited",16.43M,-3.77%,456193,35.84M
605,LIQT,"LiqTech International, Inc.",16.06M,-2.30%,14108,15.13M
606,PLAG,Planet Green Holdings Corp.,15.88M,-3.54%,3685,16.97M
607,DFLI,Dragonfly Energy Holdings Corp.,15.83M,-4.76%,83667,48.87M
608,PRZO,ParaZero Technologies Ltd.,15.24M,-9.00%,1255724,558.38K
609,LSH,Lakeside Holding Limited,14.81M,-4.02%,84280,18.25M
610,ILAG,Intelligent Living Application Group Inc.,14.73M,0.26%,2135,8.98M
611,CDTG,CDT Environmental Technology Investment Holdings Limited,14.51M,-3.60%,4266,31.43M
612,VRME,"VerifyMe, Inc.",14.39M,2.65%,589510,25.26M
613,AIRI,Air Industries Group,14.12M,-0.59%,6017,53.66M
614,CVR,Chicago Rivet & Machine Co.,14.05M,-4.34%,3530,29.66M
615,AQMS,"Aqua Metals, Inc.",13.91M,-3.47%,19319,-
616,SKK,SKK Holdings Limited,13.60M,-1.13%,103573,8.63M
617,GLXG,Galaxy Payroll Group Limited,13.51M,1.89%,17790,3.86M
618,SUGP,SU Group Holdings Limited,13.45M,-3.81%,1125,23.45M
619,RVSN,Rail Vision Ltd.,13.05M,-3.89%,824092,903.00K
620,PC,Premium Catering (Holdings) Limited,12.94M,-2.46%,99582,3.81M
621,XTIA,"XTI Aerospace, Inc.",12.81M,-7.42%,602419,2.17M
622,DEVS,DevvStream Corp.,12.48M,-1.94%,31098,-
623,AWX,Avalon Holdings Corporation,12.44M,-1.26%,100,83.49M
624,PSIG,PS International Group Ltd.,11.09M,0.85%,82505,112.32M
625,SPPL,Simpple Ltd.,11.03M,-2.09%,49546,3.47M
626,KITT,"Nauticus Robotics, Inc.",10.60M,2.80%,1501118,2.40M
627,LNKS,Linkers Industries Limited,10.52M,-2.44%,176135,4.75M
628,INTJ,Intelligent Group Limited,10.52M,-0.79%,9351,2.34M
629,MNTS,Momentus Inc.,10.26M,-8.02%,523224,2.85M
630,GVH,Globavend Holdings Limited,9.89M,-7.57%,1637,17.57M
631,MWG,Multi Ways Holdings Limited,9.58M,2.48%,6230,35.74M
632,ZONE,"CleanCore Solutions, Inc.",9.56M,0.84%,35279,1.64M
633,CLWT,Euro Tech Holdings Company Limited,9.15M,-0.39%,5394,17.24M
634,ARTW,"Art's-Way Manufacturing Co., Inc.",8.82M,-3.66%,36138,25.18M
635,UGRO,"urban-gro, Inc.",8.64M,-0.55%,48739,70.32M
636,GWAV,"Greenwave Technology Solutions, Inc.",8.49M,-5.61%,3368524,33.92M
637,OP,OceanPal Inc.,8.48M,-0.01%,7946,25.73M
638,JCSE,JE Cleantech Holdings Limited,8.22M,-0.65%,15485,14.72M
639,GRNQ,Greenpro Capital Corp.,8.22M,1.40%,7610,2.73M
640,HIHO,Highway Holdings Limited,8.19M,-2.11%,588,7.35M
641,ROMA,Roma Green Finance Limited,8.14M,8.80%,14206,1.03M
642,IVDA,"Iveda Solutions, Inc.",7.23M,2.24%,18295,5.31M
643,POLA,"Polar Power, Inc.",6.95M,1.09%,3650,14.95M
644,CEAD,CEA Industries Inc.,6.76M,10.87%,86880,2.64M
645,NXU,"Nxu, Inc.",6.67M,51.26%,166683093,396.00K
646,ATXG,Addentax Group Corp.,6.65M,0.92%,39339,4.96M
647,PMAX,Powell Max Limited,6.01M,-11.63%,394158,5.97M
648,YGMZ,MingZhu Logistics Holdings Limited,5.80M,-3.43%,23442,55.81M
649,IPDN,"Professional Diversity Network, Inc.",5.76M,9.63%,102349,7.01M
650,CHNR,"China Natural Resources, Inc.",5.73M,-0.63%,10256,-
651,SOAR,"Volato Group, Inc.",5.18M,-1.64%,255485,102.27M
652,AEHL,Antelope Enterprise Holdings Limited,4.91M,2.93%,7715380,69.08M
653,UUU,"Universal Security Instruments, Inc.",4.90M,-1.06%,4225,21.29M
654,CISS,C3is Inc.,4.87M,-2.54%,24611,46.66M
655,LICN,Lichen China Limited,4.77M,-1.69%,12508651,41.93M
656,BURU,"Nuburu, Inc.",4.75M,-1.97%,1011881,517.57K
657,BKYI,"BIO-key International, Inc.",4.69M,-1.55%,77470,7.29M
658,GPUS,"Hyperscale Data, Inc.",4.10M,1.93%,4486,139.43M
659,SGLY,Singularity Future Technology Ltd.,3.22M,-3.13%,24232,2.74M
660,SGBX,Safe & Green Holdings Corp.,3.13M,1.63%,241769,5.89M
661,EFSH,1847 Holdings LLC,3.08M,-9.41%,965973,69.42M
662,XPON,Expion360 Inc.,2.95M,-0.75%,13158,4.50M
663,ICON,Icon Energy Corp.,2.94M,-9.30%,1938735,4.81M
664,ZCAR,"Zoomcar Holdings, Inc.",2.87M,13.04%,278346,9.09M
665,STAF,"Staffing 360 Solutions, Inc.",2.87M,-23.11%,113219,176.82M
666,SUNE,SUNation Energy Inc.,2.20M,-1.06%,37268,60.93M
667,KWE,KWESST Micro Systems Inc.,1.29M,-4.47%,92548,1.11M
668,SMX,SMX (Security Matters) Public Limited Company,945.89K,1.30%,54660,-
